FIELD_Sample_ID,Other_ID,Source,DOI,TITLE,JOURNAL,AUTHOR,YEAR,District_Name,Deposit,Deposit_Type,Magma_Series,Deposit_Class,Contained_Cu,Company,Block_ID,Hole_ID,UTAS_Catalogue_ID,Project_Name,WGS84_Longitude,WGS84_Latitude,UTM_East,UTM_North,Elevation_m,DDH_Depth,Relationship to ore,Ore score,Epoch/Era,Ore Start,Ore Age err,Ore Age Source,Age (Ma),Age err,Age Source,Prestep calc,Distance_To_Deposit_Centre,UTM_Coord_System,Sampler,Country,Material,Survey_Method,Primary_Sample_Type,Sample_Type,Laboratory_Prep,Laboratory_Analytical,Sulfide_Present,Outcrop_Lith_Category,Rock_Type,Unit_name,Unit_Code,Alteration_Type,Vein_Types,Description,Int_or_volc,NoName,SiO2_pct,Al2O3_pct,Fe2O3_pct,FeO,FeO_pct,MgO_pct,CaO_pct,Na2O_pct,K2O_pct,TiO2_pct,P2O5_pct,MnO_pct,Cr2O3_pct,LOI_pct,H2O+,H2O-,H2O_pct,TOTAL C,TOTAL S,CO2_pct,Sum,Ag_ppm,Al_ppm,As_ppm,Au_ppm,B_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Cl_ppm,Co_ppm,Cr_ppm,CO2_1,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,F_ppm,Fe_ppm,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Hg_ppb,Ho_ppm,In_ppm,K_ppm,La_ppm,Li_ppm,Lu_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Na_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppb,Pr_ppm,Pt_ppb,Rb_ppm,Re_ppb,Sb_ppm,Sc_ppm,Se_ppm,Si_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm,ND143_ND144,ND143_ND144 i,eNd,PB206_PB204,PB207_PB204,PB208_PB204,SR87_SR86,SR87_SR86 i,AI,Eu/Eu*,Eu/Eu*/Yb(N),Sm(N)/Yb(N),La(N)/Yb(N),Sr/Y,Sr/Zr,(Sr/Y)/Zr,Sr/Yb,(Sr/Y)/Yb,V/Sc,Ba/Y,Fertility
DDH1561 136.5-137.2ft,,Thesis,n/a,Porfido Teniente: dos fases intrusivas caracteristicas geol¾gicas_ Petrogrßficas y geoquÝmicas_ Yacimiento El Teniente.,Conference Proceedings,Rojas,2003,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,syn,1,Miocene,6.3,,Spencer et al 2108,5.28,0.1,,,,,Rojas (2003),Chile,,,,,,,,,,Teniente Dacite Porphyry,,,,,,,63.13,16.91,2.51,,2.258498,1.43,4.05,5.73,1.95,0.47,0.2,0.02,,3.39,,,,,0.78,,,,,,,,550,,,,,30.9,,12,,,3.4,693,1.1,0.5,0.68,,,,1.9,,2.6,,0.2,,,16,,0.07,4,,,,,16.2,,,9,,3.94,,67,,0.5,5,,,2.7,,911,0.6,0.2,,3,,,0.08,1.4,90,109,3,0.5,31,97,,,,,,,,,25.683891,,,,,,,,,,,,1
DDH1561 177.5-178.5ft,,Thesis,n/a,Porfido Teniente: dos fases intrusivas caracteristicas geol¾gicas_ Petrogrßficas y geoquÝmicas_ Yacimiento El Teniente.,Conference Proceedings,Rojas,2003,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,syn,1,Miocene,6.3,,Spencer et al 2109,5.28,0.1,,,,,Rojas (2003),Chile,,,,,,,,,,Teniente Dacite Porphyry,,,,,,,62.93,17,2.664,,2.397067,1.39,4.02,5.63,2.29,0.46,0.19,0.02,,3.41,,,,,0.77,,,,,,,,601,,,,,27.7,,14,,,4.5,582,1,0.5,0.62,,,,1.6,,2.5,,0.2,,,14.9,,0.07,2,,,,,14,,,8,,3.42,,72,,0.9,5,,,2.3,,915,2.1,0.2,,2.9,,,0.07,1.1,97,137,4,0.5,15,96,,,,,,,,,27.606902,,,,,,,,,,,,1
AM-2,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,1997,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre,3,Miocene,6.3,,Spencer et al 2110,5.28,0.1,,,,,Skewes (1997),Chile,,,,,,,,,,Teniente Mafic Complex,,,,,,,49.3,20.67,,9.71,9.71,3.78,9.33,4.4,0.52,0.98,0.25,0.13,,0.58,,,,,,,,,,,,,490,,,,,49.6,,60.6,36.7,,1.3,,,,1.44,,,,,,5.4,,,,,24.8,,0.37,,,,,,27.1,39.5,,,,,,40.7,,,26.1,,,6.57,,935,2.5,0.87,,7.6,,,,5,,,,2.92,,,,,,,,,,,23.84914,,,,,,,,,,,,1
SG8-998,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,1997,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre,3,Miocene,6.3,,Spencer et al 2111,5.28,0.1,,,,,Skewes (1997),Chile,,,,,,,,,,Teniente Mafic Complex,,,,,,,47.03,21.51,,11.6,11.6,3.52,9.93,2.84,0.73,1.19,0.29,0.17,,1.04,,,,,,,,,,,,,105,,,,,22.4,,24.9,40.5,,5.1,,,,1.16,,,,,,2,,,,,9.7,,0.22,,,,,,14.8,29.5,,,,,,37.3,,,26.8,,,3.57,,459,1.46,0.47,,1.2,,,,,,,,1.61,,,,,,,,,,,24.970623,,,,,,,,,,,,1
1529-1182,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,1997,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre,3,Miocene,6.3,,Spencer et al 2112,5.28,0.1,,,,,Skewes (1997),Chile,,,,,,,,,,Teniente Mafic Complex,,,,,,,46.57,20.56,,9.7,9.7,4.54,10.84,4.05,1.02,1.11,0.29,0.12,,0.54,,,,,,,,,,,,,195,,,,,27.9,,33,34.5,,4.7,,,,1.15,,,,,,2.3,,,,,11.4,,0.31,,,,,,17.8,,,,,,,57.6,,,25,,,4.03,,594,1.07,0.55,,1.8,,,,,,,,2.18,,,,,,,,,,,27.188264,,,,,,,,,,,,1
1698-1022,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,1997,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre,3,Miocene,6.3,,Spencer et al 2113,5.28,0.1,,,,,Skewes (1997),Chile,,,,,,,,,,Teniente Mafic Complex,,,,,,,48.62,20.39,,9.22,9.22,4.74,10.14,3.28,1.27,1.16,0.2,0.17,,0.75,,,,,,,,,,,,,143,,,,,23.9,,64.6,47.2,,6.1,,,,1.28,,,,,,2.4,,,,,10.4,,0.29,,,,,,16.4,,,,,,,58.6,,,27.9,,,4.02,,458,2.49,0.63,,1.5,,,,,,,,1.91,,,,,,,,,,,30.931549,,,,,,,,,,,,1
1698-1157,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,1997,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre,3,Miocene,6.3,,Spencer et al 2114,5.28,0.1,,,,,Skewes (1997),Chile,,,,,,,,,,Teniente Mafic Complex,,,,,,,49.88,20.56,,9.03,9.03,3.65,9.06,3.53,1.23,1.07,0.21,0.14,,1.6,,,,,,,,,,,,,119,,,,,18.2,,27.6,42.9,,5.6,,,,1.01,,,,,,2.5,,,,,7.36,,0.28,,,,,,10.2,,,,,,,71.2,,,25.4,,,2.96,,433,1.55,0.55,,1.8,,,,,,,,1.9,,,,,,,,,,,27.9336,,,,,,,,,,,,1
SG8-831,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,1997,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre,3,Miocene,6.3,,Spencer et al 2115,5.28,0.1,,,,,Skewes (1997),Chile,,,,,,,,,,Teniente Mafic Complex,,,,,,,49.29,20.29,,9.8,9.8,4.67,8.15,2.96,1.33,1.09,0.32,0.1,,2.07,,,,,,,,,,,,,162,,,,,19.6,,32.6,51.8,,7.5,,,,1.07,,,,,,2.4,,,,,8.8,,0.18,,,,,,12.4,,,,,,,68.5,,,21.6,,,4.01,,476,0.6,0.46,,1.9,,,,,,,,1.44,,,,,,,,,,,35.067212,,,,,,,,,,,,1
1313-204.8,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,1997,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre,3,Miocene,6.3,,Spencer et al 2116,5.28,0.1,,,,,Skewes (1997),Chile,,,,,,,,,,Teniente Mafic Complex,,,,,,,50.73,19.53,,8.1,8.1,4.12,9.35,2.97,1.73,0.88,0.23,0.08,,2.1,,,,,,,,,,,,,91,,,,,16.6,,12.3,66.6,,9.35,,,,0.92,,,,,,1.8,,,,,7.96,,0.19,,,,,,11.1,,,,,,,105,,,23.4,,,3.08,,519,0.74,0.42,,1.3,,,,1.5,,,,1.51,,,,,,,,,,,32.195927,,,,,,,,,,,,1
1331-91,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,1997,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre,3,Miocene,6.3,,Spencer et al 2117,5.28,0.1,,,,,Skewes (1997),Chile,,,,,,,,,,Teniente Mafic Complex,,,,,,,47.4,21.55,,6.85,6.85,6.2,8.42,2.64,4.03,1.05,0.25,0.06,,1.29,,,,,,,,,,,,,192,,,,,9.74,,29.1,38.6,,21.7,,,,0.76,,,,,,1.9,,,,,4.45,,0.17,,,,,,6,,,,,,,201,,,26.5,,,1.65,,468,0.77,0.26,,1,,,,,,,,1.04,,,,,,,,,,,48.050728,,,,,,,,,,,,1
DDH1394 92ft,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,1998,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,Syn,1,Miocene,6.3,,Spencer et al 2118,4.82,0.09,,,,,Skewes (1998),Chile,,,,,,,,,,Dacite Dykes,,,,,,,60.93,17.24,2.14,,1.925572,1.86,4.61,4.76,2.23,0.63,0.21,0.02,,5.74,,,,,0.142,,,0.25,,2.5,,,311,,,,,30.9,,20,42,,2.7,1250,1.1,0.5,0.83,,,,2.3,,2.9,,0.2,,,14.6,,0.1,4,,,,,15.3,86,,2.5,,4,,80.5,,0.6,8,,,2.8,9,742,1.6,0.2,,2.3,,,0.1,1.2,116,199,6,0.4,46,108,,,,,,,,,30.38633,,,,,,,,,,,,1
DDH2105 919ft,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,1998,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,Syn,1,Miocene,6.3,,Spencer et al 2119,4.82,0.09,,,,,Skewes (1998),Chile,,,,,,,,,,Dacite Dykes,,,,,,,63.13,17.15,0.83,0.38,1.126834,1.15,3.39,4.78,3.48,0.43,0.16,0.07,,4.73,,,,,0.11,,,0.25,,683,,,442,,,,,18.3,,36,10,,7.1,1910,0.7,0.4,0.5,,,,1.1,,2.7,,0.1,,,9.7,,0.05,18,,,,,8.2,10,,6,,2.25,,161,,9.2,7,,,1.6,0.5,339,5.1,0.1,,3.3,,,0.05,1.6,76,322,8,0.3,140,81,,,,,,,,,36.171875,,,,,,,,,,,,1
DDH1446 266ft,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,syn,1,Miocene,6.3,,Spencer et al 2120,5.67,0.19,,,,,Skewes (2006),Chile,,,,,,,,,,A Porphyry,,,,,,,56.34,13.86,2.74,,2.465452,1.41,6.72,3.8,5.68,0.42,0.17,0.02,,7.99,,,,,3.35,,,,,,,,601,,,,,53.7,,35,27,,5.3,2380,1.9,0.9,0.79,,,,3.2,,2.6,,0.3,,,24.1,,0.11,,,,,,26.1,,,,,6.29,,187,,,5,,,4.6,,455,2.1,0.4,,3.9,,,0.13,5.9,169,153,9,0.8,35,81,,,,,,,,,40.261215,,,,,,,,,,,,1
DDH1446 637ft,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,syn,1,Miocene,6.3,,Spencer et al 2121,5.67,0.19,,,,,Skewes (2006),Chile,,,,,,,,,,A Porphyry,,,,,,,53.52,13.23,1.92,,1.727616,1.64,11.26,2.33,5.36,0.38,0.19,0.02,,9.74,,,,,5.6,,,0.7,,,,,627,,,,,108,,16,,,7.4,5560,1.9,0.8,0.98,,,,4.1,,2.2,,0.3,,,54.6,,0.1,12,,,,,45.2,,,647,,12.1,,227,,,8,,,6.7,11,566,2.1,0.4,,4,,,0.11,4.5,95,129,9,0.7,103,81,,,,,,,,,33.997086,,,,,,,,,,,,1
DDH1473 1418ft,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,syn,1,Miocene,6.3,,Spencer et al 2122,5.67,0.19,,,,,Skewes (2006),Chile,,,,,,,,,,A Porphyry,,,,,,,48.91,11.52,2.7,,2.42946,1.56,12.04,1.48,7.91,0.35,0.2,0.01,,11.97,,,,,6.5,,,,,8,,,603,,,,,82.5,,11,,,8,4010,2,0.8,0.91,,,,3.7,,2,,0.3,,,42.8,,0.1,5,,,,,39.5,,,70,,9.72,,236,,,5,,,5.8,2,575,1.2,0.4,,3.6,,,0.11,1.1,131,76,10,0.7,,65,,,,,,,,,41.191823,,,,,,,,,,,,1
DDH1824 655ft,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,syn,1,Miocene,6.3,,Spencer et al 2123,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Central Dacite,,,,,,,62.9,16.16,1.32,0.11,1.297736,0.89,2.74,3.84,5.98,0.43,0.14,0.04,,4.89,,,,,0.65,,,0.25,,10,,,815,,,,,24,,22,10,,2.9,2520,0.4,0.2,0.36,,,,0.6,,2.7,,,,,13.3,,0.04,100.1,,,,,7.4,10,,2.5,,2.47,,142,,0.9,3,,,1,0.5,415,2.2,,,2.8,,,0.025,2,7.6,262,2,0.3,40,95,,,,,,,,,51.078067,,,,,,,,,,,,1
DDH1824 795ft,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,syn,1,Miocene,6.3,,Spencer et al 2124,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Central Dacite,,,,,,,63.09,16.01,1.97,0.2,1.972606,1.2,2.24,2.8,7.07,0.44,0.14,0.01,,4.42,,,,,0.61,,,0.25,,2.5,,,867,,,,,27.7,,61,10,,2.2,3370,0.8,0.4,0.7,,,,1.2,,2.6,,0.1,,,11.8,,0.1,49,,,,,11,10,,2.5,,3.23,,142,,0.6,5,,,1.8,1,395,3.8,0.1,,3,,,0.08,5.4,78,378,4,0.6,15,90,,,,,,,,,62.133734,,,,,,,,,,,,1
DDH2105 260.3m,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,syn,1,Miocene,6.3,,Spencer et al 2125,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Central Dacite,,,,,,,66.22,15.49,0.25,0.11,0.33495,0.54,3.06,4.64,4.36,0.219,0.09,0.02,,4.8,,,,,0.11,,,0.25,,683,,,770,,,,,18.3,,36,10,,7.1,1910,0.7,0.4,0.5,,,,1.1,,2.7,,0.1,,,9.7,,0.05,18,,,,,8.2,10,,6,,2.25,,161,,9.2,3,,,1.6,0.5,390,5.1,0.1,,3.3,,,0.05,1.6,28,322,4,0.3,140,80,,,,,,,,,38.888889,,,,,,,,,,,,1
DDH2370 45.5m,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,Syn,1,Miocene,6.3,,Spencer et al 2126,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Northern Dacite,,,,,,,63.11,16.7,1.68,,1.511664,1.07,2.79,4.65,3.52,0.4,0.17,0.02,,4.92,,,,,1.18,,,,,,,,781,,,,,19.8,,26,,,4.7,3270,0.7,0.4,0.54,,,,1.1,,2.8,,0.1,,,9.6,,0.07,36,,,,,8.9,,,,,2.31,,121,,0.6,5,,,1.6,1,476,3.8,0.1,,3.3,,,0.06,0.8,74,234,5,0.4,45,92,,,,,,,,,38.154613,,,,,,,,,,,,1
DDH2370 159m,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,Syn,1,Miocene,6.3,,Spencer et al 2127,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Northern Dacite,,,,,,,63.96,16.3,2.57,,2.312486,1.08,2.7,5.19,3.11,0.38,0.14,0.04,,3.44,,,,,0.73,,,,,,,,564,,,,,24.3,,22,,,7,2210,0.8,0.4,0.63,,,,1.3,,2.8,,0.1,,,12.8,,0.07,4,,,,,10.2,,,7,,2.66,,124,,,4,,,1.8,,568,2.9,0.2,,3.4,,,0.06,1.4,62,168,6,0.4,44,96,,,,,,,,,34.68543,,,,,,,,,,,,1
DDH2370 228.4m,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,Syn,1,Miocene,6.3,,Spencer et al 2128,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Northern Dacite,,,,,,,58.07,16.92,5.66,,5.092868,2.56,3.79,4.17,2.8,0.66,0.25,0.04,,3.95,,,,,1.29,,,,,,,,360,,,,,35.5,,16,32,,10.6,2860,1.6,0.8,0.86,,,,2.6,,2.8,,0.3,,,16.8,,0.1,4,,,,,17.2,,,6,,4.22,,149,,,7,,,3.4,,727,0.4,0.3,,2.2,,,0.11,3.7,104,124,10,0.7,54,99,,,,,,,,,40.24024,,,,,,,,,,,,1
DDH2370 113.44m,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,Syn,1,Miocene,6.3,,Spencer et al 2129,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Northern Dacite,,,,,,,60.79,17.02,4.56,,4.103088,2.12,2.98,5.13,2.25,0.59,0.2,0.04,,3.57,,,,,0.63,,,,,,,,347,,,,,31.5,,22,,,6.2,1910,1.2,0.6,0.76,,,,1.8,,2.8,,0.2,,,15.3,,0.08,7,,,,,14.2,,,9,,3.61,,117,,0.6,8,,,2.7,,757,0.4,0.2,,2.6,,,0.09,1.8,104,154,8,0.5,53,101,,,,,,,,,35.016026,,,,,,,,,,,,1
DDH1309 1033ft,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,Syn,1,Miocene,6.3,,Spencer et al 2130,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Northern Dacite,,,,,,,63.02,16.68,0.64,2.03,2.605872,2.17,3.5,5.3,2.02,0.57,0.17,0.03,,3.29,,,,,0.24,,,0.25,,,,,309,,,,,29.9,,35,10,,6.3,2950,1.3,0.6,0.85,,,,2,,2.8,,0.2,,,15.1,,0.09,82,,,,,14,10,,8,,3.77,,108,,0.8,7,,,2.7,,614,3.2,0.3,,3,,,0.09,1.2,115,304,7,0.6,40,96,,,,,,,,,32.255581,,,,,,,,,,,,1
DDH2331 195.2,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,Syn,1,Miocene,6.3,,Spencer et al 2131,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Northern Dacite,,,,,,,56.78,16.32,2.68,,2.411464,2.43,5.67,4.59,1.89,0.69,0.22,0.02,,7.48,,,,,1.53,,,0.6,,,,,400,,,,,31.5,,39,27,,5,2220,1.8,0.9,0.92,,,,2.4,,2.8,,0.3,,,14.7,,0.12,33,,,,,15,,,5,,3.74,,99,,,10,,,2.9,,791,3.8,0.3,,2.1,,,0.12,0.7,153,245,11,0.8,42,101,,,,,,,,,29.62963,,,,,,,,,,,,1
C8-UCL Centro,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,Syn,1,Miocene,6.3,,Spencer et al 2132,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Northern Dacite,,,,,,,65.41,16.52,2.34,,2.105532,1.26,2.38,5.76,3.14,0.4,0.15,0.02,,2.62,,,,,2.5,,,,,,,,606,,,,,16.4,,21,,,4.2,311,1.3,0.7,0.68,,,,1.6,,2.9,,0.2,,,8.4,,0.08,24,,,,,9,,,,,2.06,,127,,,3,,,2,,404,2.1,0.2,,4.9,,,0.09,2.6,83,254,7,0.6,,94,,,,,,,,,35.087719,,,,,,,,,,,,1
C8-UCL border,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,Syn,1,Miocene,6.3,,Spencer et al 2133,6.09,0.18,,,,,Skewes (2006),Chile,,,,,,,,,,Northern Dacite,,,,,,,49.08,17.02,3.77,,3.392246,2.62,8.03,5.63,2.84,0.39,0.21,0.02,,9.42,,,,,3.5,,,,,,,,222,,,,,25.1,,16,26,,8.7,481,2.2,1.2,0.94,,,,2.7,,3.3,,0.4,,,14.4,,0.13,21,,,,,12.5,53,,5,,2.97,,167,,,8,,,3.1,,654,0.9,0.4,,3.1,,,0.16,2.6,145,100,13,0.9,36,108,,,,,,,,,28.556485,,,,,,,,,,,,1
DDH1331 305ft,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre-early,2,Miocene,6.3,,Spencer et al 2134,7.05,0.14,,,,,Skewes (2006),Chile,,,,,,,,,,Sewell Quartz Diorite,,,,,,,63.58,17.29,4.29,,3.860142,1.55,3.9,4.27,1.78,0.54,0.18,0.004,,4.15,,,,,1.15,,,1,,6,,,435,,,,,33.6,,57,13,,3.6,1340,1.28,0.67,0.86,,,,2.39,,2.7,,0.23,,,16.3,,0.09,7,,,,,16.5,35,,5,,4.25,,65.7,,0.8,7,,,3.02,3,629,7.3,0.28,,3.5,,,0.09,1.7,88,973,7,0.57,48,106,,,,,,,,,28.956522,,,,,,,,,,,,1
DDH1334 291.5ft,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre-early,2,Miocene,6.3,,Spencer et al 2135,7.05,0.14,,,,,Skewes (2006),Chile,,,,,,,,,,Sewell Quartz Diorite,,,,,,,64.23,15.83,2.86,,2.573428,1.36,3.7,4.16,2.73,0.51,0.16,0.02,,4.02,,,,,1.41,,,0.25,,11,,,526,,,,,24.1,,50.4,12,,3.3,3440,0.78,0.4,0.59,,,,1.65,,3,,0.14,,,12.6,,0.05,29.6,,,,,11.1,44,,7,,2.9,,120.8,,0.6,6,,,1.93,3.6,559,6.9,0.17,,4.7,,,0.05,1.6,110,845,5,0.32,39,116,,,,,,,,,34.225941,,,,,,,,,,,,1
Ttc5 130N/1770E,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre-early,2,Miocene,6.3,,Spencer et al 2136,7.05,0.14,,,,,Skewes (2006),Chile,,,,,,,,,,Sewell Quartz Diorite,,,,,,,63.7,17.1,1.9,2.4,4.10962,1.5,3.9,4.93,2.2,0.39,0.21,0.08,,1.8,,,,,0.11,,,0.25,,2.5,,,528,,,,,14.7,,19,14,,6.1,480,1.8,0.9,0.88,,,,2.9,,3.2,,0.3,,,14.4,,0.09,5,,,,,19.2,7.5,,5,,34.7,,95.6,,1.7,6,,,3.39,2,699,4.9,0.29,,4.3,,,0.12,1.6,115,474,11,0.92,91,94,,,,,,,,,29.52913,,,,,,,,,,,,1
190N/   1740E,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre-early,2,Miocene,6.3,,Spencer et al 2137,7.05,0.14,,,,,Skewes (2006),Chile,,,,,,,,,,Sewell Quartz Diorite,,,,,,,64.72,16.55,0.47,1.72,2.142906,1.24,3.37,5.89,1.54,0.46,0.15,0.03,,3.27,,,,,0.24,,,0.25,,8,,,432,,,,,36.7,,53,10,,1.9,1050,1,0.4,0.72,,,,1.9,,3.1,,0.2,,,17.8,,0.06,100.1,,,,,17.3,10,,2.5,,4.67,,57,,1.1,5,,,3.2,0.5,633,6.1,0.2,,4,,,0.06,1.2,71,573,5,0.4,50,116,,,,,,,,,23.089701,,,,,,,,,,,,1
400S/     1780E,,Thesis,n/a,Inclusiones fluidas de la secci¾n 124 de El Teniente,CODELCO Internal Report,Skewes,2006,El Teniente,El Teniente,Cu-Mo,CA,Giant,128.5322,,,,,,,,,,,,pre-early,2,Miocene,6.3,,Spencer et al 2138,7.05,0.14,,,,,Skewes (2006),Chile,,,,,,,,,,Sewell Quartz Diorite,,,,,,,62.05,18.38,1.71,1.72,3.258658,1.58,4.41,5.98,1.47,0.57,0.19,0.07,,1.5,,,,,0.04,,,0.25,,11,,,501,,,,,33.3,,71,50,,7.4,250,1,0.5,0.88,,,,1.9,,2.7,,0.2,,,16.4,,0.06,2,,,,,16.2,10,,6,,4.32,,60,,1.3,6,,,2.9,0.5,946,6.6,0.2,,1.7,,,0.07,1.2,106,583,6,0.4,70,104,,,,,,,,,22.693452,,,,,,,,,,,,1
